geometry,raster_val,area_feet,area_acres,size_category
"POLYGON ((2992468 1876767, 2992468 1876766, 2992469 1876766, 2992469 1876767, 2992468 1876767))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992309 1876767, 2992309 1876766, 2992310 1876766, 2992310 1876765, 2992311 1876765, 2992311 1876767, 2992309 1876767))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992298 1876766, 2992298 1876765, 2992299 1876765, 2992299 1876766, 2992298 1876766))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992308 1876766, 2992308 1876765, 2992307 1876765, 2992307 1876764, 2992306 1876764, 2992306 1876762, 2992307 1876762, 2992307 1876763, 2992309 1876763, 2992309 1876762, 2992311 1876762, 2992311 1876763, 2992310 1876763, 2992310 1876764, 2992309 1876764, 2992309 1876766, 2992308 1876766))",1.0,10.0,0.0002295684113865932,1/8 acre
"POLYGON ((2992356 1876760, 2992356 1876759, 2992357 1876759, 2992357 1876760, 2992356 1876760))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992358 1876768, 2992358 1876766, 2992356 1876766, 2992356 1876761, 2992357 1876761, 2992357 1876760, 2992358 1876760, 2992358 1876759, 2992359 1876759, 2992359 1876760, 2992361 1876760, 2992361 1876759, 2992362 1876759, 2992362 1876758, 2992364 1876758, 2992364 1876756, 2992365 1876756, 2992365 1876759, 2992364 1876759, 2992364 1876763, 2992363 1876763, 2992363 1876767, 2992362 1876767, 2992362 1876766, 2992361 1876766, 2992361 1876767, 2992360 1876767, 2992360 1876768, 2992358 1876768))",1.0,59.0,0.0013544536271809,1/8 acre
"POLYGON ((2992288 1876757, 2992288 1876756, 2992289 1876756, 2992289 1876757, 2992288 1876757))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992314 1876757, 2992314 1876756, 2992316 1876756, 2992316 1876757, 2992314 1876757))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992361 1876756, 2992361 1876755, 2992362 1876755, 2992362 1876756, 2992361 1876756))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992920 1876759, 2992920 1876757, 2992919 1876757, 2992919 1876756, 2992918 1876756, 2992918 1876754, 2992922 1876754, 2992922 1876759, 2992920 1876759))",1.0,15.0,0.0003443526170798898,1/8 acre
"POLYGON ((2992312 1876755, 2992312 1876754, 2992311 1876754, 2992311 1876753, 2992314 1876753, 2992314 1876755, 2992312 1876755))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992425 1876754, 2992425 1876752, 2992426 1876752, 2992426 1876754, 2992425 1876754))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992862 1876753, 2992862 1876751, 2992863 1876751, 2992863 1876753, 2992862 1876753))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992408 1876752, 2992408 1876751, 2992409 1876751, 2992409 1876752, 2992408 1876752))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992435 1876752, 2992435 1876750, 2992436 1876750, 2992436 1876752, 2992435 1876752))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992845 1876752, 2992845 1876751, 2992846 1876751, 2992846 1876750, 2992847 1876750, 2992847 1876751, 2992848 1876751, 2992848 1876752, 2992845 1876752))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992843 1876751, 2992843 1876750, 2992844 1876750, 2992844 1876751, 2992843 1876751))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992389 1876756, 2992389 1876755, 2992388 1876755, 2992388 1876752, 2992389 1876752, 2992389 1876749, 2992392 1876749, 2992392 1876751, 2992391 1876751, 2992391 1876754, 2992392 1876754, 2992392 1876756, 2992391 1876756, 2992391 1876755, 2992390 1876755, 2992390 1876756, 2992389 1876756))",1.0,20.0,0.0004591368227731864,1/8 acre
"POLYGON ((2992436 1876750, 2992436 1876749, 2992437 1876749, 2992437 1876750, 2992436 1876750))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992295 1876761, 2992295 1876760, 2992296 1876760, 2992296 1876758, 2992297 1876758, 2992297 1876757, 2992296 1876757, 2992296 1876756, 2992298 1876756, 2992298 1876755, 2992297 1876755, 2992297 1876754, 2992295 1876754, 2992295 1876753, 2992297 1876753, 2992297 1876751, 2992296 1876751, 2992296 1876749, 2992297 1876749, 2992297 1876748, 2992300 1876748, 2992300 1876749, 2992299 1876749, 2992299 1876750, 2992300 1876750, 2992300 1876751, 2992301 1876751, 2992301 1876753, 2992304 1876753, 2992304 1876754, 2992306 1876754, 2992306 1876758, 2992305 1876758, 2992305 1876759, 2992304 1876759, 2992304 1876760, 2992303 1876760, 2992303 1876759, 2992302 1876759, 2992302 1876758, 2992300 1876758, 2992300 1876759, 2992297 1876759, 2992297 1876761, 2992295 1876761))",1.0,74.0,0.0016988062442607897,1/8 acre
"POLYGON ((2992426 1876751, 2992426 1876748, 2992427 1876748, 2992427 1876749, 2992428 1876749, 2992428 1876751, 2992426 1876751))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992859 1876753, 2992859 1876752, 2992860 1876752, 2992860 1876751, 2992859 1876751, 2992859 1876749, 2992860 1876749, 2992860 1876748, 2992861 1876748, 2992861 1876750, 2992862 1876750, 2992862 1876751, 2992861 1876751, 2992861 1876753, 2992859 1876753))",1.0,9.0,0.00020661157024793388,1/8 acre
"POLYGON ((2992483 1876749, 2992483 1876748, 2992484 1876748, 2992484 1876749, 2992483 1876749))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992833 1876750, 2992833 1876749, 2992832 1876749, 2992832 1876747, 2992834 1876747, 2992834 1876748, 2992835 1876748, 2992835 1876750, 2992833 1876750))",1.0,7.0,0.00016069788797061523,1/8 acre
"POLYGON ((2992950 1876748, 2992950 1876747, 2992951 1876747, 2992951 1876748, 2992950 1876748))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992408 1876748, 2992408 1876747, 2992407 1876747, 2992407 1876746, 2992408 1876746, 2992408 1876745, 2992409 1876745, 2992409 1876748, 2992408 1876748))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992318 1876746, 2992318 1876745, 2992319 1876745, 2992319 1876746, 2992318 1876746))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992381 1876768, 2992381 1876767, 2992379 1876767, 2992379 1876766, 2992378 1876766, 2992378 1876765, 2992377 1876765, 2992377 1876766, 2992376 1876766, 2992376 1876765, 2992375 1876765, 2992375 1876761, 2992374 1876761, 2992374 1876762, 2992373 1876762, 2992373 1876761, 2992372 1876761, 2992372 1876760, 2992373 1876760, 2992373 1876759, 2992372 1876759, 2992372 1876758, 2992374 1876758, 2992374 1876757, 2992375 1876757, 2992375 1876756, 2992374 1876756, 2992374 1876755, 2992375 1876755, 2992375 1876751, 2992373 1876751, 2992373 1876750, 2992371 1876750, 2992371 1876749, 2992368 1876749, 2992368 1876745, 2992369 1876745, 2992369 1876744, 2992371 1876744, 2992371 1876745, 2992372 1876745, 2992372 1876746, 2992373 1876746, 2992373 1876747, 2992375 1876747, 2992375 1876748, 2992376 1876748, 2992376 1876747, 2992377 1876747, 2992377 1876748, 2992378 1876748, 2992378 1876753, 2992379 1876753, 2992379 1876754, 2992380 1876754, 2992380 1876755, 2992381 1876755, 2992381 1876754, 2992382 1876754, 2992382 1876755, 2992383 1876755, 2992383 1876754, 2992384 1876754, 2992384 1876755, 2992385 1876755, 2992385 1876756, 2992386 1876756, 2992386 1876759, 2992383 1876759, 2992383 1876763, 2992384 1876763, 2992384 1876764, 2992385 1876764, 2992385 1876765, 2992384 1876765, 2992384 1876766, 2992385 1876766, 2992385 1876767, 2992384 1876767, 2992384 1876768, 2992381 1876768))",1.0,179.0,0.004109274563820018,1/8 acre
"POLYGON ((2992793 1876746, 2992793 1876744, 2992794 1876744, 2992794 1876746, 2992793 1876746))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992273 1876745, 2992273 1876744, 2992274 1876744, 2992274 1876745, 2992273 1876745))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992688 1876745, 2992688 1876744, 2992689 1876744, 2992689 1876745, 2992688 1876745))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992910 1876746, 2992910 1876743, 2992911 1876743, 2992911 1876745, 2992912 1876745, 2992912 1876746, 2992910 1876746))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992376 1876745, 2992376 1876743, 2992377 1876743, 2992377 1876745, 2992376 1876745))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992724 1876745, 2992724 1876743, 2992726 1876743, 2992726 1876745, 2992724 1876745))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992686 1876744, 2992686 1876743, 2992688 1876743, 2992688 1876744, 2992686 1876744))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992711 1876744, 2992711 1876743, 2992712 1876743, 2992712 1876744, 2992711 1876744))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992782 1876744, 2992782 1876743, 2992784 1876743, 2992784 1876744, 2992782 1876744))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992899 1876744, 2992899 1876743, 2992900 1876743, 2992900 1876744, 2992899 1876744))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992355 1876755, 2992355 1876754, 2992354 1876754, 2992354 1876753, 2992353 1876753, 2992353 1876752, 2992352 1876752, 2992352 1876751, 2992351 1876751, 2992351 1876750, 2992350 1876750, 2992350 1876749, 2992349 1876749, 2992349 1876748, 2992350 1876748, 2992350 1876746, 2992351 1876746, 2992351 1876742, 2992352 1876742, 2992352 1876741, 2992354 1876741, 2992354 1876742, 2992355 1876742, 2992355 1876743, 2992356 1876743, 2992356 1876742, 2992358 1876742, 2992358 1876741, 2992359 1876741, 2992359 1876744, 2992358 1876744, 2992358 1876745, 2992357 1876745, 2992357 1876746, 2992358 1876746, 2992358 1876748, 2992360 1876748, 2992360 1876747, 2992361 1876747, 2992361 1876746, 2992363 1876746, 2992363 1876747, 2992364 1876747, 2992364 1876748, 2992363 1876748, 2992363 1876752, 2992360 1876752, 2992360 1876755, 2992355 1876755))",1.0,121.0,0.002777777777777778,1/8 acre
"POLYGON ((2992846 1876747, 2992846 1876746, 2992845 1876746, 2992845 1876744, 2992846 1876744, 2992846 1876743, 2992847 1876743, 2992847 1876742, 2992848 1876742, 2992848 1876741, 2992849 1876741, 2992849 1876744, 2992847 1876744, 2992847 1876747, 2992846 1876747))",1.0,11.0,0.0002525252525252525,1/8 acre
"POLYGON ((2992274 1876744, 2992274 1876742, 2992276 1876742, 2992276 1876741, 2992278 1876741, 2992278 1876743, 2992277 1876743, 2992277 1876744, 2992274 1876744))",1.0,9.0,0.00020661157024793388,1/8 acre
"POLYGON ((2992289 1876742, 2992289 1876741, 2992291 1876741, 2992291 1876742, 2992289 1876742))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992686 1876742, 2992686 1876741, 2992687 1876741, 2992687 1876742, 2992686 1876742))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992684 1876741, 2992684 1876740, 2992685 1876740, 2992685 1876741, 2992684 1876741))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992907 1876742, 2992907 1876741, 2992906 1876741, 2992906 1876740, 2992907 1876740, 2992907 1876739, 2992908 1876739, 2992908 1876740, 2992909 1876740, 2992909 1876741, 2992908 1876741, 2992908 1876742, 2992907 1876742))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992319 1876743, 2992319 1876739, 2992321 1876739, 2992321 1876738, 2992323 1876738, 2992323 1876742, 2992321 1876742, 2992321 1876743, 2992319 1876743))",1.0,16.0,0.0003673094582185491,1/8 acre
"POLYGON ((2992924 1876742, 2992924 1876738, 2992925 1876738, 2992925 1876739, 2992926 1876739, 2992926 1876740, 2992925 1876740, 2992925 1876742, 2992924 1876742))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992327 1876739, 2992327 1876738, 2992328 1876738, 2992328 1876739, 2992327 1876739))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992715 1876746, 2992715 1876743, 2992717 1876743, 2992717 1876742, 2992718 1876742, 2992718 1876739, 2992719 1876739, 2992719 1876738, 2992721 1876738, 2992721 1876737, 2992722 1876737, 2992722 1876740, 2992720 1876740, 2992720 1876742, 2992719 1876742, 2992719 1876745, 2992718 1876745, 2992718 1876746, 2992715 1876746))",1.0,25.0,0.000573921028466483,1/8 acre
"POLYGON ((2992347 1876740, 2992347 1876738, 2992348 1876738, 2992348 1876737, 2992349 1876737, 2992349 1876740, 2992347 1876740))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992339 1876739, 2992339 1876738, 2992338 1876738, 2992338 1876737, 2992340 1876737, 2992340 1876739, 2992339 1876739))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992907 1876738, 2992907 1876737, 2992908 1876737, 2992908 1876738, 2992907 1876738))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992899 1876738, 2992899 1876737, 2992900 1876737, 2992900 1876736, 2992902 1876736, 2992902 1876738, 2992899 1876738))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992398 1876737, 2992398 1876736, 2992399 1876736, 2992399 1876737, 2992398 1876737))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992753 1876738, 2992753 1876737, 2992752 1876737, 2992752 1876736, 2992754 1876736, 2992754 1876738, 2992753 1876738))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992916 1876741, 2992916 1876737, 2992917 1876737, 2992917 1876735, 2992920 1876735, 2992920 1876736, 2992919 1876736, 2992919 1876740, 2992918 1876740, 2992918 1876741, 2992916 1876741))",1.0,16.0,0.0003673094582185491,1/8 acre
"POLYGON ((2992488 1876736, 2992488 1876735, 2992489 1876735, 2992489 1876736, 2992488 1876736))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992325 1876736, 2992325 1876734, 2992326 1876734, 2992326 1876736, 2992325 1876736))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992521 1876735, 2992521 1876734, 2992522 1876734, 2992522 1876735, 2992521 1876735))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992523 1876735, 2992523 1876734, 2992524 1876734, 2992524 1876735, 2992523 1876735))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992618 1876735, 2992618 1876734, 2992619 1876734, 2992619 1876735, 2992618 1876735))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992909 1876735, 2992909 1876734, 2992910 1876734, 2992910 1876735, 2992909 1876735))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992728 1876735, 2992728 1876734, 2992729 1876734, 2992729 1876733, 2992730 1876733, 2992730 1876734, 2992731 1876734, 2992731 1876735, 2992728 1876735))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992736 1876745, 2992736 1876744, 2992734 1876744, 2992734 1876742, 2992735 1876742, 2992735 1876740, 2992736 1876740, 2992736 1876738, 2992739 1876738, 2992739 1876735, 2992738 1876735, 2992738 1876734, 2992740 1876734, 2992740 1876733, 2992742 1876733, 2992742 1876734, 2992743 1876734, 2992743 1876737, 2992744 1876737, 2992744 1876739, 2992745 1876739, 2992745 1876740, 2992742 1876740, 2992742 1876741, 2992741 1876741, 2992741 1876742, 2992740 1876742, 2992740 1876743, 2992739 1876743, 2992739 1876744, 2992737 1876744, 2992737 1876745, 2992736 1876745))",1.0,62.0,0.001423324150596878,1/8 acre
"POLYGON ((2992893 1876735, 2992893 1876733, 2992894 1876733, 2992894 1876735, 2992893 1876735))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992651 1876734, 2992651 1876733, 2992652 1876733, 2992652 1876734, 2992651 1876734))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992437 1876742, 2992437 1876741, 2992436 1876741, 2992436 1876740, 2992435 1876740, 2992435 1876739, 2992434 1876739, 2992434 1876738, 2992433 1876738, 2992433 1876734, 2992434 1876734, 2992434 1876733, 2992435 1876733, 2992435 1876732, 2992437 1876732, 2992437 1876733, 2992438 1876733, 2992438 1876734, 2992439 1876734, 2992439 1876736, 2992440 1876736, 2992440 1876737, 2992442 1876737, 2992442 1876739, 2992440 1876739, 2992440 1876741, 2992438 1876741, 2992438 1876742, 2992437 1876742))",1.0,52.0,0.0011937557392102847,1/8 acre
"POLYGON ((2992644 1876735, 2992644 1876732, 2992645 1876732, 2992645 1876735, 2992644 1876735))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992324 1876733, 2992324 1876732, 2992325 1876732, 2992325 1876733, 2992324 1876733))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992481 1876733, 2992481 1876732, 2992482 1876732, 2992482 1876733, 2992481 1876733))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992908 1876733, 2992908 1876732, 2992909 1876732, 2992909 1876733, 2992908 1876733))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992763 1876736, 2992763 1876735, 2992764 1876735, 2992764 1876733, 2992765 1876733, 2992765 1876732, 2992768 1876732, 2992768 1876730, 2992770 1876730, 2992770 1876731, 2992771 1876731, 2992771 1876735, 2992768 1876735, 2992768 1876736, 2992763 1876736))",1.0,30.0,0.0006887052341597796,1/8 acre
"POLYGON ((2992944 1876736, 2992944 1876733, 2992946 1876733, 2992946 1876732, 2992947 1876732, 2992947 1876731, 2992948 1876731, 2992948 1876730, 2992950 1876730, 2992950 1876732, 2992949 1876732, 2992949 1876733, 2992947 1876733, 2992947 1876735, 2992946 1876735, 2992946 1876736, 2992944 1876736))",1.0,16.0,0.0003673094582185491,1/8 acre
"POLYGON ((2992689 1876732, 2992689 1876730, 2992690 1876730, 2992690 1876732, 2992689 1876732))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992417 1876731, 2992417 1876730, 2992418 1876730, 2992418 1876731, 2992417 1876731))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992807 1876733, 2992807 1876732, 2992804 1876732, 2992804 1876731, 2992806 1876731, 2992806 1876730, 2992808 1876730, 2992808 1876729, 2992811 1876729, 2992811 1876731, 2992810 1876731, 2992810 1876733, 2992807 1876733))",1.0,17.0,0.00039026629935720846,1/8 acre
"POLYGON ((2992321 1876730, 2992321 1876729, 2992322 1876729, 2992322 1876730, 2992321 1876730))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992416 1876730, 2992416 1876729, 2992417 1876729, 2992417 1876730, 2992416 1876730))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992391 1876729, 2992391 1876728, 2992392 1876728, 2992392 1876729, 2992391 1876729))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992322 1876729, 2992322 1876727, 2992324 1876727, 2992324 1876729, 2992322 1876729))",1.0,4.0,9.182736455463728e-05,1/8 acre
"POLYGON ((2992415 1876726, 2992415 1876725, 2992416 1876725, 2992416 1876726, 2992415 1876726))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992909 1876732, 2992909 1876724, 2992911 1876724, 2992911 1876726, 2992912 1876726, 2992912 1876727, 2992914 1876727, 2992914 1876728, 2992913 1876728, 2992913 1876729, 2992915 1876729, 2992915 1876730, 2992914 1876730, 2992914 1876731, 2992913 1876731, 2992913 1876732, 2992909 1876732))",1.0,31.0,0.000711662075298439,1/8 acre
"POLYGON ((2992413 1876727, 2992413 1876724, 2992414 1876724, 2992414 1876727, 2992413 1876727))",1.0,3.0,6.887052341597796e-05,1/8 acre
"POLYGON ((2992389 1876724, 2992389 1876723, 2992390 1876723, 2992390 1876724, 2992389 1876724))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992464 1876724, 2992464 1876723, 2992465 1876723, 2992465 1876724, 2992464 1876724))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992655 1876737, 2992655 1876736, 2992654 1876736, 2992654 1876735, 2992653 1876735, 2992653 1876731, 2992651 1876731, 2992651 1876730, 2992650 1876730, 2992650 1876729, 2992648 1876729, 2992648 1876728, 2992647 1876728, 2992647 1876726, 2992646 1876726, 2992646 1876724, 2992647 1876724, 2992647 1876723, 2992649 1876723, 2992649 1876722, 2992650 1876722, 2992650 1876723, 2992652 1876723, 2992652 1876724, 2992653 1876724, 2992653 1876725, 2992656 1876725, 2992656 1876724, 2992658 1876724, 2992658 1876725, 2992659 1876725, 2992659 1876726, 2992658 1876726, 2992658 1876728, 2992657 1876728, 2992657 1876731, 2992658 1876731, 2992658 1876733, 2992659 1876733, 2992659 1876732, 2992660 1876732, 2992660 1876734, 2992659 1876734, 2992659 1876735, 2992658 1876735, 2992658 1876736, 2992657 1876736, 2992657 1876737, 2992655 1876737))",1.0,102.0,0.0023415977961432507,1/8 acre
"POLYGON ((2992877 1876723, 2992877 1876722, 2992878 1876722, 2992878 1876723, 2992877 1876723))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992919 1876730, 2992919 1876727, 2992920 1876727, 2992920 1876725, 2992921 1876725, 2992921 1876724, 2992920 1876724, 2992920 1876722, 2992921 1876722, 2992921 1876721, 2992924 1876721, 2992924 1876722, 2992926 1876722, 2992926 1876725, 2992922 1876725, 2992922 1876727, 2992923 1876727, 2992923 1876728, 2992922 1876728, 2992922 1876729, 2992920 1876729, 2992920 1876730, 2992919 1876730))",1.0,32.0,0.0007346189164370982,1/8 acre
"POLYGON ((2992655 1876721, 2992655 1876720, 2992656 1876720, 2992656 1876721, 2992655 1876721))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992665 1876730, 2992665 1876719, 2992666 1876719, 2992666 1876720, 2992668 1876720, 2992668 1876723, 2992667 1876723, 2992667 1876724, 2992666 1876724, 2992666 1876726, 2992667 1876726, 2992667 1876727, 2992668 1876727, 2992668 1876729, 2992666 1876729, 2992666 1876730, 2992665 1876730))",1.0,23.0,0.0005280073461891644,1/8 acre
"POLYGON ((2992658 1876722, 2992658 1876721, 2992657 1876721, 2992657 1876720, 2992656 1876720, 2992656 1876719, 2992659 1876719, 2992659 1876722, 2992658 1876722))",1.0,6.0,0.0001377410468319559,1/8 acre
"POLYGON ((2992878 1876722, 2992878 1876720, 2992877 1876720, 2992877 1876719, 2992879 1876719, 2992879 1876721, 2992880 1876721, 2992880 1876722, 2992878 1876722))",1.0,5.0,0.0001147842056932966,1/8 acre
"POLYGON ((2992915 1876720, 2992915 1876718, 2992916 1876718, 2992916 1876720, 2992915 1876720))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992367 1876718, 2992367 1876717, 2992368 1876717, 2992368 1876718, 2992367 1876718))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992820 1876717, 2992820 1876716, 2992821 1876716, 2992821 1876717, 2992820 1876717))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992623 1876716, 2992623 1876715, 2992624 1876715, 2992624 1876716, 2992623 1876716))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992936 1876716, 2992936 1876715, 2992937 1876715, 2992937 1876716, 2992936 1876716))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992353 1876715, 2992353 1876714, 2992354 1876714, 2992354 1876715, 2992353 1876715))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992366 1876715, 2992366 1876714, 2992368 1876714, 2992368 1876715, 2992366 1876715))",1.0,2.0,4.591368227731864e-05,1/8 acre
"POLYGON ((2992677 1876719, 2992677 1876718, 2992675 1876718, 2992675 1876717, 2992674 1876717, 2992674 1876716, 2992679 1876716, 2992679 1876714, 2992681 1876714, 2992681 1876713, 2992682 1876713, 2992682 1876714, 2992683 1876714, 2992683 1876716, 2992684 1876716, 2992684 1876718, 2992680 1876718, 2992680 1876719, 2992677 1876719))",1.0,31.0,0.000711662075298439,1/8 acre
"POLYGON ((2992881 1876747, 2992881 1876746, 2992879 1876746, 2992879 1876745, 2992878 1876745, 2992878 1876743, 2992876 1876743, 2992876 1876742, 2992874 1876742, 2992874 1876741, 2992873 1876741, 2992873 1876740, 2992871 1876740, 2992871 1876739, 2992870 1876739, 2992870 1876737, 2992869 1876737, 2992869 1876738, 2992867 1876738, 2992867 1876737, 2992868 1876737, 2992868 1876736, 2992866 1876736, 2992866 1876737, 2992865 1876737, 2992865 1876736, 2992863 1876736, 2992863 1876734, 2992866 1876734, 2992866 1876735, 2992867 1876735, 2992867 1876734, 2992868 1876734, 2992868 1876733, 2992867 1876733, 2992867 1876732, 2992868 1876732, 2992868 1876731, 2992870 1876731, 2992870 1876729, 2992871 1876729, 2992871 1876727, 2992872 1876727, 2992872 1876724, 2992873 1876724, 2992873 1876722, 2992876 1876722, 2992876 1876723, 2992877 1876723, 2992877 1876724, 2992882 1876724, 2992882 1876723, 2992883 1876723, 2992883 1876722, 2992881 1876722, 2992881 1876721, 2992883 1876721, 2992883 1876718, 2992884 1876718, 2992884 1876716, 2992885 1876716, 2992885 1876715, 2992886 1876715, 2992886 1876713, 2992887 1876713, 2992887 1876712, 2992890 1876712, 2992890 1876713, 2992891 1876713, 2992891 1876716, 2992890 1876716, 2992890 1876718, 2992889 1876718, 2992889 1876722, 2992888 1876722, 2992888 1876725, 2992892 1876725, 2992892 1876729, 2992891 1876729, 2992891 1876730, 2992892 1876730, 2992892 1876733, 2992891 1876733, 2992891 1876734, 2992887 1876734, 2992887 1876735, 2992886 1876735, 2992886 1876734, 2992885 1876734, 2992885 1876736, 2992884 1876736, 2992884 1876741, 2992886 1876741, 2992886 1876742, 2992887 1876742, 2992887 1876743, 2992886 1876743, 2992886 1876744, 2992885 1876744, 2992885 1876745, 2992884 1876745, 2992884 1876746, 2992883 1876746, 2992883 1876747, 2992881 1876747))",1.0,448.0,0.010284664830119375,1/8 acre
"POLYGON ((2992718 1876713, 2992718 1876712, 2992719 1876712, 2992719 1876713, 2992718 1876713))",1.0,1.0,2.295684113865932e-05,1/8 acre
"POLYGON ((2992752 1876721, 2992752 1876720, 2992749 1876720, 2992749 1876719, 2992750 1876719, 2992750 1876718, 2992751 1876718, 2992751 1876717, 2992752 1876717, 2992752 1876713, 2992753 1876713, 2992753 1876712, 2992754 1876712, 2992754 1876711, 2992757 1876711, 2992757 1876712, 2992763 1876712, 2992763 1876714, 2992762 1876714, 2992762 1876715, 2992761 1876715, 2992761 1876717, 2992760 1876717, 2992760 1876718, 2992759 1876718, 2992759 1876720, 2992758 1876720, 2992758 1876721, 2992752 1876721))",1.0,86.0,0.0019742883379247015,1/8 acre
"POLYGON ((2992848 1876717, 2992848 1876716, 2992849 1876716, 2992849 1876715, 2992850 1876715, 2992850 1876713, 2992851 1876713, 2992851 1876712, 2992852 1876712, 2992852 1876711, 2992854 1876711, 2992854 1876712, 2992853 1876712, 2992853 1876713, 2992852 1876713, 2992852 1876715, 2992851 1876715, 2992851 1876716, 2992850 1876716, 2992850 1876717, 2992848 1876717))",1.0,12.0,0.0002754820936639118,1/8 acre
